Security,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,LCOc1,LCOc1,LCOc1,LCOc1,LCOc1,LCOc1,CLc1,CLc1,CLc1,CLc1,CLc1,CLc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1
Field,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,41.95,41.2,41.1,41.15,-1.0,,12.52,12.4,12.48,12.41,-1.0,,42.62,41.03,41.58,42.03,252515.0,-1.0,40.58,39.05,39.84,39.82,407170.0,-1.0,28.33,26.68,26.8,27.71,40808.0,-1.0
2020-07-02,41.75,41.55,40.85,41.2,-1.0,,12.63,12.4,12.4,12.63,-1.0,,43.23,41.73,41.84,43.14,196692.0,-1.0,40.74,39.46,39.78,40.65,347096.0,-1.0,27.97,26.7,27.1,27.37,29873.0,-1.0
2020-07-03,41.75,41.75,40.55,40.75,-1.0,,12.73,12.52,12.55,12.73,-1.0,,42.99,42.32,42.76,42.8,96783.0,-1.0,,,,,,,28.02,26.58,26.9,27.91,26162.0,-1.0
2020-07-06,43.35,43.15,41.9,41.9,-1.0,,13.08,12.95,12.98,13.07,-1.0,,43.71,42.74,42.79,43.1,185020.0,-1.0,41.08,39.84,40.31,40.63,373236.0,-1.0,29.72,28.03,28.09,29.7,32849.0,-1.0
2020-07-07,43.7,43.35,43.0,43.4,-1.0,,13.3,12.95,13.0,13.15,-1.0,,43.45,42.46,43.13,43.08,183230.0,-1.0,40.95,39.9,40.68,40.62,256596.0,-1.0,29.93,29.1,29.85,29.39,27511.0,-1.0
2020-07-08,43.0,42.7,42.25,42.9,-1.0,,13.18,12.96,13.05,13.1,-1.0,,43.47,42.75,42.81,43.29,185142.0,-1.0,41.08,40.3,40.48,40.9,286740.0,-1.0,29.42,28.15,29.05,29.32,35745.0,-1.0
2020-07-09,43.2,42.05,41.95,42.7,-1.0,,13.18,13.02,13.13,13.07,-1.0,,43.5,41.94,43.3,42.35,237751.0,-1.0,40.99,39.27,40.87,39.62,367386.0,-1.0,29.7,28.25,29.31,28.61,19514.0,-1.0
2020-07-10,42.25,42.2,41.35,41.8,-1.0,,13.07,12.85,12.95,13.07,-1.0,,43.42,41.32,42.36,43.24,214048.0,-1.0,40.77,38.54,39.58,40.55,393149.0,-1.0,29.16,27.75,28.5,29.02,26782.0,-1.0
2020-07-13,43.5,43.0,42.3,42.5,-1.0,,13.23,13.0,13.1,12.98,-1.0,,43.34,42.14,43.12,42.72,200310.0,-1.0,40.72,39.47,40.35,40.1,370715.0,-1.0,30.8,29.02,29.1,29.35,34314.0,-1.0
2020-07-14,42.7,42.6,41.8,42.25,-1.0,,13.0,12.77,12.95,12.9,-1.0,,43.22,41.8,42.24,42.9,221116.0,-1.0,40.57,39.07,39.6,40.29,426971.0,-1.0,29.87,28.71,28.84,29.64,25484.0,-1.0
2020-07-15,43.35,42.7,42.6,43.0,-1.0,,13.07,12.76,13.05,12.82,-1.0,,43.85,42.7,43.07,43.79,232180.0,-1.0,41.26,40.08,40.55,41.2,352542.0,-1.0,30.46,28.75,29.8,28.85,33905.0,-1.0
2020-07-16,42.8,40.7,40.65,42.75,-1.0,,12.81,12.18,12.75,12.77,-1.0,,43.8,43.14,43.71,43.37,172155.0,-1.0,41.18,40.52,40.97,40.75,200101.0,-1.0,29.33,26.37,28.83,26.61,55800.0,-1.0
2020-07-17,41.5,41.4,40.85,40.9,-1.0,,12.8,12.73,12.8,12.77,-1.0,,43.45,42.64,43.4,43.14,162402.0,-1.0,40.9,40.02,40.72,40.59,88220.0,-1.0,27.95,26.57,26.57,27.82,28007.0,-1.0
2020-07-20,41.1,39.85,39.8,41.05,-1.0,,12.7,12.27,12.7,12.27,-1.0,,43.45,42.36,43.08,43.28,179430.0,-1.0,40.91,39.83,40.64,40.81,60179.0,-1.0,27.74,25.93,27.6,26.17,25069.0,-1.0
2020-07-21,40.65,40.25,39.75,40.25,-1.0,,12.45,12.35,12.35,12.44,-1.0,,44.89,43.16,43.17,44.32,229784.0,-1.0,42.4,40.64,40.65,41.96,25624.0,-1.0,27.05,25.87,26.45,26.61,29361.0,-1.0
2020-07-22,40.25,40.18,39.75,40.05,-1.0,,12.5,12.25,12.5,12.26,-1.0,,44.4,43.62,44.03,44.29,202158.0,-1.0,42.03,41.14,41.54,41.9,333647.0,-1.0,26.76,25.65,26.59,26.63,30157.0,-1.0
2020-07-23,40.8,40.6,40.3,40.35,-1.0,,12.38,12.25,12.27,12.32,-1.0,,44.77,43.13,44.1,43.31,262235.0,-1.0,42.36,40.83,41.95,41.07,389412.0,-1.0,27.45,26.54,26.69,27.33,22547.0,-1.0
2020-07-24,40.2,39.85,39.75,40.15,-1.0,,12.25,12.1,12.2,12.13,-1.0,,43.9,42.79,43.27,43.34,191054.0,-1.0,41.67,40.66,41.06,41.29,353159.0,-1.0,27.09,26.17,27.09,26.37,19856.0,-1.0
2020-07-27,39.6,38.75,38.65,39.6,-1.0,,12.04,11.85,12.0,11.88,-1.0,,43.77,42.39,43.35,43.41,174749.0,-1.0,41.82,40.48,41.26,41.6,377714.0,-1.0,26.53,24.82,26.34,25.01,26346.0,-1.0
2020-07-28,39.15,39.05,38.65,39.0,-1.0,,12.13,11.88,11.9,12.13,-1.0,,43.84,43.0,43.55,43.22,107335.0,-1.0,41.93,40.85,41.65,41.04,276804.0,-1.0,25.91,24.98,25.1,25.74,21989.0,-1.0
2020-07-29,39.75,39.5,38.95,38.95,-1.0,,12.32,12.14,12.15,12.14,-1.0,,43.95,43.2,43.31,43.75,64917.0,-1.0,41.57,40.93,41.13,41.27,295855.0,-1.0,26.36,25.4,25.79,26.19,21813.0,-1.0
2020-07-30,39.5,38.9,38.71,39.5,-1.0,,12.18,11.88,12.15,11.9,-1.0,,43.8,41.38,43.73,42.94,63196.0,-1.0,41.39,38.72,41.32,39.92,487325.0,-1.0,26.3,25.13,26.29,25.54,21236.0,-1.0
2020-07-31,39.5,39.15,39.0,39.1,-1.0,,12.02,11.9,12.0,11.93,-1.0,,43.44,43.05,43.29,43.3,14417.0,-1.0,40.55,39.66,40.34,40.27,318788.0,-1.0,26.72,25.52,25.54,26.28,19339.0,-1.0
2020-08-03,39.35,39.2,38.8,39.35,-1.0,,12.2,12.0,12.05,12.2,-1.0,,44.46,42.89,43.53,44.15,198700.0,-1.0,41.24,39.58,40.39,41.01,338326.0,-1.0,26.5,25.52,26.28,26.13,13782.0,-1.0
2020-08-04,39.95,39.65,39.2,39.5,-1.0,,12.35,12.23,12.23,12.32,-1.0,,44.82,43.24,43.84,44.43,227118.0,-1.0,42.08,40.14,40.78,41.7,451575.0,-1.0,26.9,26.05,26.38,26.83,14916.0,-1.0
2020-08-05,40.25,40.1,39.85,39.85,-1.0,,12.59,12.34,12.35,12.59,-1.0,,46.23,44.24,44.28,45.17,246975.0,-1.0,43.52,41.47,41.56,42.19,491268.0,-1.0,26.94,26.5,26.75,26.77,14073.0,-1.0
2020-08-06,40.7,40.25,40.25,40.3,-1.0,,12.8,12.63,12.65,12.77,-1.0,,45.71,44.85,45.32,45.09,184521.0,-1.0,42.65,41.61,42.19,41.95,359610.0,-1.0,27.44,26.26,26.69,26.39,19548.0,-1.0
2020-08-07,40.4,40.25,39.76,39.9,-1.0,,12.85,12.65,12.7,12.69,-1.0,,45.3,44.27,45.15,44.4,171719.0,-1.0,42.22,41.06,41.97,41.22,398997.0,-1.0,26.75,25.95,26.35,26.42,13518.0,-1.0
2020-08-10,40.7,40.35,40.3,40.35,-1.0,,12.88,12.59,12.7,12.63,-1.0,,45.26,44.37,44.66,44.99,135301.0,-1.0,42.33,41.17,41.5,41.94,367796.0,-1.0,27.3,26.29,26.55,26.71,16855.0,-1.0
2020-08-11,40.7,40.4,39.85,40.55,-1.0,,12.88,12.6,12.6,12.88,-1.0,,45.79,44.39,45.05,44.5,202739.0,-1.0,42.94,41.48,41.98,41.61,432843.0,-1.0,27.17,26.1,26.88,26.19,14891.0,-1.0
2020-08-12,40.25,39.6,39.3,40.25,-1.0,,12.75,12.52,12.75,12.63,-1.0,,45.63,44.49,44.62,45.43,166478.0,-1.0,42.9,41.53,41.62,42.67,397831.0,-1.0,26.07,25.58,26.0,25.97,16164.0,-1.0
2020-08-13,39.8,39.5,39.0,39.75,-1.0,,12.8,12.68,12.73,12.68,-1.0,,45.58,44.82,45.32,44.96,148411.0,-1.0,42.84,42.09,42.57,42.24,329507.0,-1.0,26.27,25.26,26.09,25.43,22285.0,-1.0
2020-08-14,39.4,39.0,38.7,39.4,-1.0,,12.88,12.6,12.7,13.0,-1.0,,45.29,44.47,45.29,44.8,151463.0,-1.0,42.57,41.62,42.33,42.01,310866.0,-1.0,25.57,24.94,25.45,25.48,14615.0,-1.0
2020-08-17,39.65,39.6,38.85,39.3,-1.0,,13.02,12.85,13.0,12.88,-1.0,,45.41,44.53,44.86,45.37,164226.0,-1.0,42.97,41.8,42.24,42.89,208429.0,-1.0,26.38,25.06,25.74,26.3,21701.0,-1.0
2020-08-18,40.05,39.95,39.55,39.7,-1.0,,13.1,12.95,13.0,13.05,-1.0,,45.55,44.76,45.27,45.46,181686.0,-1.0,42.99,42.11,42.79,42.89,111628.0,-1.0,26.83,26.0,26.23,26.55,17472.0,-1.0
2020-08-19,40.4,39.75,39.7,40.0,-1.0,,13.25,13.0,13.2,13.15,-1.0,,45.48,44.81,45.17,45.37,174884.0,-1.0,43.03,42.36,42.6,42.93,81299.0,-1.0,26.84,26.05,26.5,26.23,15499.0,-1.0
2020-08-20,39.7,39.55,39.4,39.5,-1.0,,13.13,13.0,13.13,13.1,-1.0,,45.18,44.02,45.14,44.9,249744.0,-1.0,42.79,41.5,42.74,42.58,27428.0,-1.0,26.28,25.66,26.16,25.9,15251.0,-1.0
2020-08-21,39.45,39.05,38.95,39.45,-1.0,,13.0,12.8,13.0,12.83,-1.0,,45.08,43.59,45.03,44.35,221992.0,-1.0,42.96,41.46,42.75,42.34,345368.0,-1.0,25.95,25.29,25.8,25.65,11897.0,-1.0
2020-08-24,40.65,40.5,39.2,39.2,-1.0,,13.23,12.84,12.84,13.23,-1.0,,45.18,44.29,44.5,45.13,176636.0,-1.0,42.89,42.23,42.48,42.62,294731.0,-1.0,27.68,25.8,25.8,27.48,19529.0,-1.0
2020-08-25,41.45,41.2,40.5,40.85,-1.0,,13.55,12.32,13.2,13.55,-1.0,,46.07,45.08,45.12,45.86,178305.0,-1.0,43.57,42.31,42.36,43.35,330800.0,-1.0,28.78,27.4,27.67,28.61,22839.0,-1.0
2020-08-26,42.05,41.7,41.35,41.35,-1.0,,13.9,13.57,13.63,13.75,-1.0,,46.1,45.54,45.97,45.64,132506.0,-1.0,43.78,43.0,43.39,43.39,262243.0,-1.0,29.21,28.31,28.66,28.62,18770.0,-1.0
2020-08-27,41.85,41.5,41.2,41.55,-1.0,,13.75,13.45,13.73,13.6,-1.0,,45.87,44.56,45.7,45.09,102255.0,-1.0,43.5,42.36,43.45,43.04,320968.0,-1.0,29.08,28.06,28.52,28.37,22860.0,-1.0
2020-08-28,43.0,42.45,42.0,42.0,-1.0,,14.15,13.8,13.8,13.98,-1.0,,45.3,44.8,45.1,45.05,21143.0,-1.0,43.42,42.69,42.98,42.97,272800.0,-1.0,29.92,28.45,28.5,29.52,26639.0,-1.0
2020-08-31,43.25,41.85,41.7,42.55,-1.0,,13.9,13.9,13.9,13.9,-1.0,,46.53,45.21,45.8,45.28,174307.0,-1.0,43.57,42.56,42.91,42.61,236877.0,-1.0,30.16,28.3,29.51,28.66,15340.0,-1.0
2020-09-01,42.45,41.9,41.5,41.6,-1.0,,14.33,14.07,14.2,14.18,-1.0,,46.22,45.47,45.6,45.58,206724.0,-1.0,43.43,42.72,42.83,42.76,285146.0,-1.0,28.91,27.64,28.75,27.74,25516.0,-1.0
2020-09-02,42.55,42.0,41.7,42.0,-1.0,,14.13,13.75,14.05,13.77,-1.0,,46.05,44.2,45.83,44.43,260137.0,-1.0,43.21,41.23,43.02,41.51,421771.0,-1.0,28.56,27.63,27.79,28.23,25482.0,-1.0
2020-09-03,42.7,42.55,42.0,42.0,-1.0,,14.07,13.91,14.0,14.0,-1.0,,44.65,43.15,44.65,44.07,274933.0,-1.0,41.79,40.22,41.63,41.37,417634.0,-1.0,29.13,28.02,28.2,28.74,20117.0,-1.0
2020-09-04,42.7,41.75,41.7,42.35,-1.0,,14.05,13.84,13.93,13.85,-1.0,,44.54,42.3,43.76,42.66,270957.0,-1.0,41.87,39.35,41.25,39.77,444184.0,-1.0,28.96,27.21,28.54,27.36,24229.0,-1.0
2020-09-07,41.95,41.2,40.8,41.85,-1.0,,13.73,13.4,13.73,13.57,-1.0,,42.43,41.51,42.2,42.01,122980.0,-1.0,,,,,,,27.61,26.66,27.36,27.05,22806.0,-1.0
2020-09-08,41.65,40.8,40.7,41.2,-1.0,,14.0,13.13,13.5,13.25,-1.0,,42.23,39.31,42.08,39.78,363526.0,-1.0,39.59,36.13,39.48,36.76,720975.0,-1.0,27.97,26.75,27.36,26.79,28212.0,-1.0
2020-09-09,41.05,41.0,40.25,40.5,-1.0,,13.25,13.0,13.0,13.2,-1.0,,41.2,39.37,39.65,40.79,278218.0,-1.0,38.45,36.16,36.79,38.05,455356.0,-1.0,27.29,26.09,26.66,27.2,30267.0,-1.0
2020-09-10,41.6,41.6,40.7,40.8,-1.0,,13.23,13.02,13.15,13.05,-1.0,,40.96,39.71,40.58,40.06,208856.0,-1.0,38.18,36.93,37.8,37.3,367555.0,-1.0,28.52,27.27,27.41,28.42,28979.0,-1.0
2020-09-11,41.6,41.5,41.0,41.3,-1.0,,13.2,13.0,13.02,13.2,-1.0,,40.34,39.38,39.96,39.83,211875.0,-1.0,37.82,36.67,37.01,37.33,363787.0,-1.0,28.59,27.52,28.35,28.26,17931.0,-1.0
2020-09-14,43.0,43.0,41.85,42.0,-1.0,,13.43,13.27,13.3,13.37,-1.0,,40.09,39.3,39.78,39.61,200092.0,-1.0,37.68,36.82,37.32,37.26,347563.0,-1.0,30.53,28.34,28.4,30.47,38604.0,-1.0
2020-09-15,43.3,42.95,42.65,43.05,-1.0,,13.48,13.32,13.45,13.43,-1.0,,40.82,39.39,39.7,40.53,214799.0,-1.0,38.57,37.06,37.28,38.28,348861.0,-1.0,30.78,29.51,30.53,29.79,39469.0,-1.0
2020-09-16,43.1,42.75,42.4,43.05,-1.0,,13.7,13.52,13.52,13.63,-1.0,,42.44,40.59,40.72,42.22,237248.0,-1.0,40.34,38.35,38.35,40.16,367612.0,-1.0,30.23,29.05,29.71,29.99,31999.0,-1.0
2020-09-17,42.7,42.4,42.05,42.6,-1.0,,13.68,13.57,13.65,13.65,-1.0,,43.5,41.5,42.32,43.3,237399.0,-1.0,41.22,39.42,40.19,40.97,280669.0,-1.0,29.84,28.35,29.84,28.43,28649.0,-1.0
2020-09-18,42.5,42.05,41.8,42.35,-1.0,,13.65,13.45,13.63,13.65,-1.0,,43.8,42.53,43.22,43.15,204656.0,-1.0,41.49,40.3,40.97,41.11,73755.0,-1.0,28.87,27.8,28.43,27.99,22415.0,-1.0
2020-09-21,42.1,40.65,40.5,42.1,-1.0,,13.65,13.3,13.65,13.3,-1.0,,43.3,40.96,43.01,41.44,217355.0,-1.0,41.27,38.66,40.98,39.31,66195.0,-1.0,27.85,26.09,27.75,26.4,41186.0,-1.0
2020-09-22,41.5,40.35,40.3,40.5,-1.0,,13.48,13.2,13.3,13.35,-1.0,,42.2,41.21,41.79,41.72,210739.0,-1.0,40.02,39.0,39.63,39.6,23217.0,-1.0,28.06,25.7,26.48,27.85,39871.0,-1.0
2020-09-23,41.6,41.0,40.7,41.0,-1.0,,13.57,13.43,13.45,13.5,-1.0,,42.62,41.21,41.67,41.77,183876.0,-1.0,40.75,39.26,39.76,39.93,318754.0,-1.0,28.33,26.43,28.01,26.5,35353.0,-1.0
2020-09-24,41.1,40.9,40.4,40.75,-1.0,,13.55,13.5,13.5,13.55,-1.0,,42.02,41.27,41.36,41.94,162931.0,-1.0,40.37,39.12,39.6,40.31,269992.0,-1.0,26.9,25.94,26.4,26.79,27060.0,-1.0
2020-09-25,40.95,40.5,40.35,40.8,-1.0,,13.63,13.45,13.52,13.6,-1.0,,42.33,41.52,41.85,41.92,129401.0,-1.0,40.64,39.71,40.15,40.25,229025.0,-1.0,26.9,25.96,26.9,26.17,19056.0,-1.0
2020-09-28,41.8,41.35,40.45,40.5,-1.0,,13.97,13.48,13.48,13.87,-1.0,,42.62,41.48,41.87,42.43,91824.0,-1.0,40.8,39.78,40.07,40.6,226425.0,-1.0,27.8,25.94,26.18,27.71,26729.0,-1.0
2020-09-29,42.0,41.45,41.35,41.55,-1.0,,14.1,13.7,13.9,14.0,-1.0,,42.52,40.43,42.47,41.03,91595.0,-1.0,40.7,38.41,40.58,39.29,379599.0,-1.0,27.7,26.67,27.52,26.79,21015.0,-1.0
2020-09-30,41.55,41.4,41.05,41.15,-1.0,,13.73,13.55,13.7,13.55,-1.0,,40.98,40.3,40.66,40.95,19377.0,-1.0,40.37,38.68,39.16,40.22,340294.0,-1.0,27.24,26.43,26.69,26.93,24770.0,-1.0
2020-10-01,41.75,40.8,40.65,41.4,-1.0,,13.75,13.42,13.55,13.5,-1.0,,42.56,39.92,42.17,40.93,338718.0,-1.0,40.47,37.61,39.9,38.72,443442.0,-1.0,27.35,26.25,27.35,26.51,22669.0,-1.0
2020-10-02,40.85,40.71,40.0,40.75,-1.0,,13.55,13.13,13.45,13.19,-1.0,,40.77,38.79,40.65,39.27,337414.0,-1.0,38.65,36.63,38.6,37.05,391428.0,-1.0,27.44,25.92,26.25,27.03,28573.0,-1.0
2020-10-05,41.4,41.3,40.35,40.35,-1.0,,13.5,13.27,13.35,13.43,-1.0,,41.78,39.14,39.19,41.29,273764.0,-1.0,39.72,37.0,37.0,39.22,378579.0,-1.0,27.61,26.55,27.17,26.94,19033.0,-1.0
2020-10-06,41.25,41.05,40.75,41.2,-1.0,,13.52,13.35,13.43,13.43,-1.0,,42.84,41.22,41.41,42.65,291684.0,-1.0,40.86,39.1,39.35,40.67,400531.0,-1.0,27.11,26.42,26.95,26.79,20486.0,-1.0
2020-10-07,41.6,41.4,40.95,40.95,-1.0,,13.75,13.43,13.43,13.74,-1.0,,42.42,41.36,41.85,41.99,241200.0,-1.0,40.35,39.28,39.83,39.95,433065.0,-1.0,27.89,26.51,26.7,26.9,29278.0,-1.0
2020-10-08,41.8,41.45,41.15,41.25,-1.0,,14.08,13.77,13.77,14.05,-1.0,,43.47,41.86,42.15,43.34,266260.0,-1.0,41.33,39.76,39.99,41.19,409787.0,-1.0,27.01,26.2,27.0,26.34,30062.0,-1.0
2020-10-09,41.6,40.75,40.5,41.55,-1.0,,14.0,13.85,14.0,13.85,-1.0,,43.57,42.61,43.36,42.85,254615.0,-1.0,41.47,40.38,41.31,40.6,331703.0,-1.0,26.58,25.51,26.25,25.71,25416.0,-1.0
2020-10-12,40.45,40.3,39.93,40.4,-1.0,,13.75,13.63,13.65,13.73,-1.0,,42.71,41.36,42.6,41.72,238874.0,-1.0,40.45,39.04,40.4,39.43,322035.0,-1.0,25.93,25.2,25.5,25.87,20898.0,-1.0
2020-10-13,40.25,39.85,39.75,40.2,-1.0,,13.7,13.52,13.63,13.63,-1.0,,42.68,41.66,41.81,42.45,227845.0,-1.0,40.53,39.35,39.53,40.2,375470.0,-1.0,25.85,25.1,25.79,25.22,23138.0,-1.0
2020-10-14,40.5,40.4,39.7,39.8,-1.0,,13.9,13.65,13.7,13.9,-1.0,,43.45,42.13,42.43,43.32,279124.0,-1.0,41.16,39.82,40.19,41.04,328295.0,-1.0,25.85,25.08,25.19,25.75,23850.0,-1.0
2020-10-15,40.3,39.9,39.39,40.2,-1.0,,13.98,13.73,13.98,13.92,-1.0,,43.48,41.56,43.45,43.16,295275.0,-1.0,41.29,39.22,41.13,40.96,248251.0,-1.0,25.78,24.61,25.78,24.96,33610.0,-1.0
2020-10-16,40.2,39.7,39.6,39.65,-1.0,,14.25,13.9,13.9,14.18,-1.0,,43.21,42.27,43.1,42.93,197161.0,-1.0,41.05,40.08,40.88,40.88,96488.0,-1.0,25.57,24.76,25.01,24.89,21932.0,-1.0
2020-10-19,40.0,40.0,39.5,39.75,-1.0,,14.55,14.35,14.35,14.43,-1.0,,43.23,42.36,42.69,42.62,209058.0,-1.0,41.22,40.54,40.69,40.83,75335.0,-1.0,25.2,24.57,24.81,24.98,22965.0,-1.0
2020-10-20,39.75,39.45,39.3,39.7,-1.0,,14.5,14.2,14.23,14.4,-1.0,,43.3,42.19,42.45,43.16,252053.0,-1.0,41.7,40.25,40.65,41.46,24518.0,-1.0,24.86,24.2,24.75,24.41,28525.0,-1.0
2020-10-21,39.4,38.6,38.55,39.35,-1.0,,14.45,14.2,14.45,14.38,-1.0,,43.04,41.45,42.91,41.73,268884.0,-1.0,41.59,39.78,41.22,40.03,366899.0,-1.0,24.44,23.35,24.32,23.56,39376.0,-1.0
2020-10-22,39.35,39.25,38.1,38.4,-1.0,,14.7,14.23,14.23,14.68,-1.0,,42.79,41.46,41.59,42.46,257199.0,-1.0,41.02,39.71,40.04,40.64,307494.0,-1.0,24.26,23.09,23.47,24.18,28138.0,-1.0
2020-10-23,40.05,39.7,38.9,39.1,-1.0,,14.9,14.68,14.83,14.68,-1.0,,42.8,41.5,42.4,41.77,205213.0,-1.0,40.92,39.57,40.61,39.85,268931.0,-1.0,25.72,24.0,24.02,25.49,31137.0,-1.0
2020-10-26,39.55,38.9,38.8,39.2,-1.0,,14.73,14.2,14.6,14.23,-1.0,,41.63,40.22,41.53,40.46,210531.0,-1.0,39.74,38.28,39.69,38.56,360184.0,-1.0,25.23,23.72,25.23,23.85,23910.0,-1.0
2020-10-27,39.05,38.88,38.31,38.7,-1.0,,14.5,13.93,14.28,14.48,-1.0,,41.47,40.4,40.5,41.2,207540.0,-1.0,39.83,38.51,38.59,39.57,339535.0,-1.0,24.3,23.41,23.91,24.07,25527.0,-1.0
2020-10-28,38.3,37.6,37.55,38.27,-1.0,,14.2,13.98,14.2,13.98,-1.0,,40.7,38.75,40.61,39.12,163831.0,-1.0,39.01,36.97,38.97,37.39,489954.0,-1.0,23.8,22.88,23.8,23.03,35922.0,-1.0
2020-10-29,38.08,37.55,37.2,37.75,-1.0,,14.05,13.65,14.05,13.82,-1.0,,39.45,36.64,39.16,37.65,112491.0,-1.0,37.76,34.92,37.39,36.17,568816.0,-1.0,24.08,22.9,22.9,23.67,29854.0,-1.0
2020-10-30,37.6,37.3,37.0,37.25,-1.0,,13.8,13.45,13.75,13.63,-1.0,,38.1,36.8,37.5,37.46,20191.0,-1.0,36.6,35.21,36.07,35.79,388971.0,-1.0,24.23,23.17,23.3,23.71,23226.0,-1.0
2020-11-02,37.9,37.25,36.6,36.75,-1.0,,13.38,13.2,13.3,13.32,-1.0,,39.36,35.74,37.37,38.97,326074.0,-1.0,37.15,33.64,35.24,36.81,489204.0,-1.0,23.79,22.79,23.39,23.67,28628.0,-1.0
2020-11-03,38.05,37.9,37.35,37.7,-1.0,,13.65,13.4,13.5,13.48,-1.0,,40.45,38.65,39.26,39.71,278628.0,-1.0,38.32,36.57,37.03,37.66,410611.0,-1.0,24.67,23.6,23.61,24.39,29129.0,-1.0
2020-11-04,38.65,38.55,37.4,37.65,-1.0,,13.8,13.37,13.45,13.77,-1.0,,41.33,39.42,40.13,41.23,250866.0,-1.0,39.25,37.26,38.15,39.15,437000.0,-1.0,25.26,23.83,24.3,25.11,31108.0,-1.0
2020-11-05,39.3,39.05,38.25,38.35,-1.0,,14.07,13.75,13.75,13.9,-1.0,,41.53,40.33,40.96,40.93,219195.0,-1.0,39.35,38.27,39.17,38.79,298366.0,-1.0,26.18,24.84,25.18,25.98,28677.0,-1.0
2020-11-06,39.1,38.65,38.5,38.88,-1.0,,13.88,13.6,13.88,13.6,-1.0,,40.69,39.34,40.63,39.45,255440.0,-1.0,38.61,37.06,38.54,37.14,411026.0,-1.0,26.03,25.13,25.8,25.42,31548.0,-1.0
2020-11-09,39.75,39.25,38.35,39.1,-1.0,,13.98,13.43,13.58,13.45,-1.0,,43.48,39.46,39.65,42.4,393050.0,-1.0,41.33,37.16,37.34,40.29,622921.0,-1.0,27.13,25.32,25.7,26.55,36883.0,-1.0
2020-11-10,39.35,39.25,38.9,39.3,-1.0,,13.95,13.64,13.64,13.95,-1.0,,44.11,41.71,41.75,43.61,315249.0,-1.0,41.84,39.41,39.91,41.36,457045.0,-1.0,26.66,26.13,26.4,26.23,25296.0,-1.0
2020-11-11,40.05,39.1,38.9,39.0,-1.0,,14.18,13.95,13.95,14.09,-1.0,,45.3,43.6,43.77,43.8,346768.0,-1.0,43.06,41.32,41.79,41.45,443772.0,-1.0,27.12,26.04,26.04,26.13,30183.0,-1.0
2020-11-12,39.8,38.9,38.75,38.9,-1.0,,13.9,13.77,13.82,13.77,-1.0,,44.5,43.26,43.73,43.53,266038.0,-1.0,42.19,40.87,41.47,41.12,401031.0,-1.0,26.2,25.6,26.05,25.92,24806.0,-1.0
2020-11-13,39.5,39.2,38.7,38.8,-1.0,,13.98,13.85,13.9,13.95,-1.0,,43.34,42.63,43.2,42.78,216736.0,-1.0,40.94,40.06,40.94,40.13,338187.0,-1.0,26.53,25.55,25.83,26.28,19870.0,-1.0
2020-11-16,40.3,40.25,39.65,39.79,-1.0,,14.15,13.93,14.07,13.95,-1.0,,44.67,42.71,42.71,43.82,268433.0,-1.0,42.09,40.15,40.17,41.34,378785.0,-1.0,27.45,26.55,26.58,27.39,28218.0,-1.0
2020-11-17,40.15,39.35,39.3,40.1,-1.0,,13.8,13.48,13.8,13.48,-1.0,,44.25,43.08,43.89,43.75,226352.0,-1.0,41.69,40.57,41.44,41.43,243677.0,-1.0,27.48,26.55,27.38,26.64,25238.0,-1.0
2020-11-18,40.5,39.45,39.45,39.95,-1.0,,13.73,13.38,13.63,13.43,-1.0,,44.89,43.48,43.75,44.34,242879.0,-1.0,42.46,41.08,41.35,41.82,107013.0,-1.0,28.14,27.1,27.5,27.19,33451.0,-1.0
2020-11-19,39.5,38.55,38.55,39.3,-1.0,,13.32,12.9,13.3,12.93,-1.0,,44.57,43.79,43.96,44.2,210299.0,-1.0,41.98,41.08,41.61,41.74,88144.0,-1.0,27.15,26.31,27.06,26.35,31609.0,-1.0
2020-11-20,38.6,38.4,38.15,38.25,-1.0,,12.93,12.63,12.82,12.93,-1.0,,45.24,44.05,44.15,44.96,264010.0,-1.0,42.32,41.51,41.7,42.15,29784.0,-1.0,27.0,26.2,26.27,26.74,25862.0,-1.0
2020-11-23,39.6,39.55,39.0,39.2,-1.0,,13.38,13.18,13.38,13.3,-1.0,,46.12,44.89,45.08,46.06,267249.0,-1.0,43.36,42.29,42.46,43.06,300717.0,-1.0,27.55,27.08,27.35,27.25,31902.0,-1.0
2020-11-24,40.05,40.05,39.1,39.5,-1.0,,13.5,13.1,13.18,13.25,-1.0,,48.03,45.89,45.9,47.86,263239.0,-1.0,45.2,42.82,42.84,44.91,418527.0,-1.0,27.7,26.86,27.25,27.63,26473.0,-1.0
